en,my
The AMRA Annual Meeting was in Texas in 1991.,အေအမ်အာအေနှစ်စဉ်အစည်းအဝေးကို ၁၉၉၁ခုနှစ်၌ တက္ကဆက် တွင်ကျင်းပခဲ့သည်။
Visitors will be able to see several shows in the Hilbert Conservatory every day.,လာရောက်လေ့လာလည်ပတ်သူများသည် ဖျော်ဖြေပွဲများစွာကို Hilbert Conservatory တွင် နေ့စဉ် ကြည့်ရှုနိုင်လိမ့်မည်။
Visitors will be able to see several shows in the Hilbert Conservatory.,လာရောက်လေ့လာလည်ပတ်သူများသည် ဖျော်ဖြေပွဲများစွာကို Hilbert Conservatory တွင် ကြည့်ရှုနိုင်လိမ့်မည်။
Visitors will only be able to see West Side Story in the Hilbert Conservatory.,လာရောက်လေ့လာလည်ပတ်သူများသည် Hilbert Conservatory တွင် West Side Story ကိုသာ ကြည့်ရှုနိုင်လိမ့်မည်။
Campus visits show students what college life is like.,တက္ကသိုလ်ပရိဝုဏ်တွင်း လေ့လာလည်ပတ်မှုများသည် ကျောင်းသားများကို ကောလိပ်ကျောင်းသားဘဝဆိုသည်မှာ မည်သို့ဖြစ်သည်ကို ပြသသည်။
Students can benefit from campus visits.,ကျောင်းသားများသည် တက္ကသိုလ်ပရိဝုဏ်တွင်း လေ့လာလည်ပတ်မှုများမှ အကျိုးကျေးဇူးရရှိနိုင်သည်။
Students don't learn anything from visiting campus.,ကျောင်းသားများသည် တက္ကသိုလ်ပရိဝုဏ်ကို လေ့လာလည်ပတ်ခြင်းမှ မည်သည့်အရာမျှ လေ့လာသင်ယူမရရှိကြပါ။
There is a challenege for the seniors.,စီနီယာတွေအတွက် စိန်ခေါ်မှုတစ်ခုရှိတယ်။
We challenge seniors to walk a mile every day.,နေ့တိုင်း တစ်မိုင်လမ်းလျှောက်ဖို့ ကျွန်တော်တို့ စီနီယာတွေကို စိန်ခေါ်တယ်။
We don't have any programs for seniors.,စီနီယာတွေအတွက် ဘာအစီအစဉ်မှ ကျွန်တော်တို့မှာ မရှိဘူး။
The humane society cares for 1000 animals a year.,အကြင်နာတရားရှိသောလူ့အဖွဲ့အစည်းသည် တစ်နှစ်လျှင် တိရိစ္ဆာန် ၁၀၀၀ကို ပြုစုစောင့်ရှောက်သည်။
The humane society doesn't work with animals at all.,အကြင်နာတရားရှိသောလူ့အဖွဲ့အစည်းသည် တိရိစ္ဆာန်များနှင့် လုံးဝ အလုပ်မလုပ်ပါ။
The humane society is Nashua's animal shelter.,အကြင်နာတရားရှိသောလူ့အဖွဲ့အစည်းသည်  Nashua ၏ တိရိစ္ဆာန်ဂေဟာဖြစ်သည်။
Elephants are just like any other animal.,ဆင်များသည် အခြားတိရိစ္ဆာန်များကဲ့သို့ပင်ဖြစ်သည်။
It's hard to operate on elephants because they weigh so much more than other animals.,၎င်းတို့သည် အခြားတိရိစ္ဆာန်များထက် များစွာပို၍လေးသောကြောင့် ဆင်များပေါ်တွင် ထိန်းချုပ်လုပ်ဆောင်ရန်ခက်ခဲသည်။
It's hard to operate on elephants.,ဆင်တွေပေါ်ကနေ ထိန်းချုပ်လုပ်ဆောင်ဖို့ ခက်တယ်။
We had everything we could even dream of.,ကျွန်တော်တို့ စိတ်ကူးယဉ်အိပ်မက်မက်နိုင်သမျှ အရာအားလုံး ကျွန်တော်တို့မှာ ရှိခဲ့တယ်။
We had everything we really needed.,ငါတို့ အမှန်တကယ်လိုအပ်တဲ့ အရာအားလုံး ငါတို့မှာ ရှိခဲ့တယ်။
"We had food and shelter but nothing else, really.",ငါတို့မှာ စားစရာနဲ့ နေစရာ ရှိခဲ့ပေမယ့် တစ်ခြား ဘာမှမရှိခဲ့ဘူး၊ တကယ်ပါ။
"Members don't get a discount, because we'd lose too much money.",အသင်းဝင်တွေ လျှော့ဈေးမရပါဘူး၊ ဘာလို့လဲဆိုတော့ ကျွန်တော်တို့ ငွေတွေအများကြီး ရှုံးမှာမို့လို့ပါ။
Members get a discount when they buy things at the gift shop.,သူတို့ လက်ဆောင်ပစ္စည်းဆိုင်မှာ ပစ္စည်းတွေဝယ်တဲ့အခါ အသင်းဝင်တွေ လျှော့ဈေးရတယ်။
Members have a 25% discount .,အသင်းဝင်တွေ ၂၅ရာခိုင်နှုန်း လျှော့ဈေးရတယ်။
I don't have anything to do with the IRT.,ကျွန်တော် IRT နဲ့ ဘာမှမပတ်သက်ပါဘူး။
I have worked on fundraising for the IRT for over a decade.,IRT အတွက် ရန်ပုံငွေရှာဖွေရေးအတွက် ဆယ်စုနှစ်တစ်ခုကျော်ကျော် ကျွန်တော်လုပ်ခဲ့တယ်။
I have worked with IRT for a long time.,ကျွန်တော် IRT နဲ့ အလုပ်လုပ်တာ အချိန်အတော်ကြာပြီ။
The IMA works independently every day.,IMA သည် နေ့စဉ် အမှီအခိုကင်းစွာ အလုပ်လုပ်သည်။
The IMA works with other organizations because they all depend on sharing funding.,အိုင်အမ်အေက အခြားအဖွဲ့အစည်းတွေနှင့်အတူတွဲပြီးအလုပ်လုပ်တယ်  ဘာလို့လဲဆိုတော့ သူတို့အားလုံးက ရန်ပုံငွေခွဲဝေမှုတွေပေါ် အားကိုးအားထားပြုနေလို့ပဲ။
The IMA works with other organizations in the area.,IMA က အဲဒီနယ်ပယ်မှာ အခြားအဖွဲ့အစည်းတွေနှင့်အတူတွဲပြီး အလုပ်လုပ်တယ်။
The top students with financial need benefit from scholarships.,ငွေကြေးလိုအပ်ချက်ရှိတဲ့ ထိပ်တန်းကျောင်းသားတွေဟာ ပညာသင်ဆုတွေကနေ အကျိုးခံစားခွင့်ရတယ်။
There are 50 scholarships available to the top 50 students.,ထိပ်ဆုံးကျောင်းသား၅၀အတွက် ပညာသင်ဆု၅၀ ရရှိနိုင်သည်။
We don't give scholarships or financial aid to students.,ကျွန်တော်တို့သည် ပညာသင်ဆုများ သို့မဟုတ် ငွေကြေးအထောက်အပံ့များကို ကျောင်းသားများအား မပေးအပ်ပါ။
I can tell you're a real jerk.,မင်းဟာ တကယ့် လူရှုပ်ပဲဆိုတာ ငါပြောနိုင်တယ်။
"I feel like you are a caring, nice person.",ခင်ဗျားဟာ ဂရုစိုက်တက်တဲ့၊ လူကောင်းတစ်ယောက်လို့ ကျွန်တော်ခံစားမိတယ်။
Your donation of $2000 shows you're a nice person.,ခင်ဗျားရဲ့ ဒေါ်လာ၂၀၀၀ အလှူဟာ ခင်ဗျား လူကောင်းတစ်ယောက်ဖြစ်တယ်ဆိုတာ ဖော်ပြတယ်။
She gave us all the money we needed.,သူမသည် ကျွန်တော်တို့လိုအပ်နေသည့် ငွေကြေးအားလုံးကို ကျွန်တော်တို့ကို ပေးခဲ့သည်။
She never supported us in anything!,သူမဟာ ဘယ်တုန်းကမှ ကျွန်တော်တို့ကို ဘယ်အရာကိုမှ မကူညီမထောက်ပံ့ခဲ့ပါဘူး!
She was a good support.,သူမဟာ ကောင်းကောင်းအားကိုးရသူတစ်ယောက် ဖြစ်ခဲ့တယ်။
Our theatre productions have helped elementary school children learn how to paint.,ကျွန်တော်တို့ ပြဇာတ်ရုံရဲ့ စီစဉ်တင်ဆက်မှုတွေဟာ မူလတန်းကျောင်းသားကလေးငယ်တွေ ပန်းချီဆွဲသင်ရာမှာ အထောက်အကူဖြစ်စေခဲ့တယ်။
Theatre has helped many children across Indiana.,ပြဇာတ်ရုံဟာ အင်ဒီယာနာတဝှမ်းမှာရှိတဲ့ ကလေးငယ်များစွာကို ကူညီပေးခဲ့တယ်။
"We wish we could afford to create fully professional theatre productions, but we have never had the funds here in Indiana.",လုံးဝပညာရှင်ဆန်တဲ့ ပြဇာတ်အစီအစဉ်တွေ ဖန်တီးဖို့ ကျွန်တော်တို့တတ်နိုင်ချင်ပေမယ့် အင်ဒီယာနာမှာ ကျွန်တော်တို့အတွက် တခါမှ ရန်ပုံငွေမရှိခဲ့ဖူးဘူး။
Every penny goes towards cancer research.,ငွေတစ်ပြားတစ်ချပ်စီတိုင်းက ကင်ဆာသုတေသနလုပ်ငန်းဆီကိုရောက်တယ်။
Every penny you donate helps research.,ခင်ဗျားလှူတဲ့ ငွေတစ်ပြားတစ်ချပ်စီတိုင်းဟာ သုတေသနလုပ်ငန်းကို အထောက်အကူဖြစ်ပါတယ်။
We spend half your money on administrative fees.,ကျွန်တော်တို့ ခင်ဗျားငွေတစ်ဝက်ကို စီမံခန့်ခွဲရေးစရိတ်အတွက် သုံးပါတယ်။
I believe all Americans are natural-born athletes.,အမေရိကန်တွေအားလုံးဟာ မွေးရာပါ အားကစားသမားတွေလို့ ကျွန်တော် ယုံကြည်တယ်။
I only want to see American women become Olympians.,အမေရိကန်အမျိုးသမီးတွေ အိုလံပစ်ကစားသမားတွေဖြစ်လာတာကို မြင်ချင်တာပဲရှိတယ်။
I want to see Americans join the Olympic family.,အမေရိကန်တွေ အိုလံပစ်အုပ်စုမှာ ပါဝင်တာကို မြင်ချင်တယ်။
Alan Dixon is a Democrat politician.,Alan Dixon သည် ဒီမိုကရက်နိုင်ငံရေးသမားတစ်ဦးဖြစ်သည်။
Alan Dixon is a die-hard Republican.,Alan Dixon သည် အမာခံ Republican တစ်ဦးဖြစ်သည်။
Alan Dixon was a state senator.,Alan Dixon သည် ပြည်နယ်လွှတ်တော်အမတ်တစ်ဦးဖြစ်သည်။
IRT artists don't do anything with kids and instead focus on adults in the community.,IRT မှ အနုပညာရှင်များသည် ကလေးသူငယ်များနှင့်ပတ်သက်၍ လုပ်ဆောင်ခြင်းမပြုပဲ ထိုအစား အသိုင်းအဝိုင်းတွင်းရှိ အရွယ်ရောက်သူများကိုသာ အာရုံစိုက်သည်။
IRT artists help kids in the schools.,IRT မှ အနုပညာရှင်များသည် ကျောင်းများတွင် ကလေးငယ်များကို ကူညီကြသည်။
IRT artists help kids put on a production.,ကလေးငယ်များ စီစဉ်တင်ဆက်မှုတစ်ခု ဖန်တီးပြုလုပ်ရာတွင် IRT မှ အနုပညာရှင်များက အကူအညီပေးသည်။
It pays for care for the animals in the shelter.,ဂေဟာရှိ တိရိစ္ဆာန်များအား စောင့်ရှောက်ရန်အတွက် စရိတ်ကျခံသည်။
The animals at the zoo benefit from this a lot.,တိရိစ္ဆာန်ရုံရှိ တိရိစ္ဆာန်များသည် ဤအရာမှ အကျိုးများစွာရရှိသည်။
"The animals at the zoo get $100,000 a year in funding for care and feeding.","တိရိစ္ဆာန်ရုံရှိ တိရိစ္ဆာန်များ ကျွေးမွေးစောင့်ရှောက်ရန်အတွက် တစ်နှစ်လျှင် ရန်ပုံငွေ ဒေါ်လာ ၁၀၀,၀၀၀ ရရှိသည်။"
The award didn't start until 2002.,ထောက်ပံ့မှုကို ၂၀၀၂ခုနှစ်ထိ မစခဲ့သေးဘူး။
They started the Award in 1990 because they got a huge grant.,ခုနှစ်မှာ ထောက်ပံ့မှုကို စတင်ခဲ့တာဟာ သူတို့ ထောက်ပံ့ကြေး ကြီးကြီးမားမား ရခဲ့တာကြောင့် ဖြစ်တယ်။
They started the award in 1990.,သူတို့ဟာ ၁၉၉၀ခုနှစ်မှာ ထောက်ပံ့မှုကို စတင်ခဲ့တယ်။
Indiana doesn't offer tax credits.,Indiana တွင် အခွန်ခုနှိမ်ခွင့်များ မပေးပါ။
Indiana residents get a 50% tax credit if they donate to the theater.,အကယ်၍ Indiana ဒေသခံတွေအနေနဲ့ ပြဇာတ်ရုံဆီကို လှူဒါန်းတယ်ဆိုရင် အခွန်ခုနှိမ်ခွင့် ၅၀ရာခိုင်နှုန်း ရရှိတယ်။
Indiana residents get tax benefits from the state of Indiana.,Indiana ဒေသခံတွေဟာ အင်ဒီယာနာပြည်နယ်က အခွန်အကျိုးခံစားခွင့်တွေရတယ်။
Bob Lovell can answer questions.,Bob Lovell က မေးခွန်းတွေကို ဖြေနိုင်တယ်။
Bob Lovell is no longer associated with this.,Bob Lovell က ဒါနဲ့ မသက်ဆိုင်တော့ဘူး။
Bob Lovell is working on the campaign for the next year.,Bob Lovell ဟာ နောက်နှစ်အတွက် စည်းရုံးရေလုပ်ငန်းတွေ လုပ်ဆောင်နေတယ်။
The Center really wants to help the community.,စင်တာအနေနဲ့ ရပ်ရွာလူထုကို အမှန်တကယ် ကူညီချင်တယ်။
The center focuses on helping other continents.,စင်တာသည် အခြားကမ္ဘာ့တိုက်ကြီးများကို ကူညီရန် အလေးထားအာရုံစိုက်သည်။
The center wants to help the poor people in the community.,စင်တာသည် လူထုအသိုင်းအဝိုင်းတွင်းရှိ ဆင်းရဲသောလူများကို ကူညီချင်သည်။
A young couple was at the show.,လူငယ်စုံတွဲတစ်တွဲသည် ဖျော်ဖြေပွဲတွင် ရှိခဲ့သည်။
A young couple went to their very first performance.,လူငယ်စုံတွဲတစ်တွဲသည် သူတို့ရဲ့ ပထမဆုံးသော ဖျော်ဖြေပွဲဆီသို့ သွားခဲ့သည်။
No one at the show was under the age of 80.,ပွဲ၌ မည်သူမျှ အသက်၈၀အောက် မရှိပါ။
The Civic Theater is downtown Indianapolis.,Civic ပြဇာတ်ရုံသည် အင်ဒီယာနာပိုလစ်မြို့လယ်တွင် ရှိသည်။
"Is the English sentence missing ""in""?",Civic ပြဇာတ်ရုံသည် အင်ဒီယာနာပိုလစ်တွင် ရှိသည်။
The Civic Theater is located in Tampa.,Civic ပြဇာတ်ရုံသည် Tampa တွင် တည်ရှိသည်။
We are fundraising from graduates.,ကျွန်တော်တို့ ဘွဲ့ရတွေဆီကနေ ရန်ပုံငွေရှာနေတယ်။
"We are fundraising to meet our goal of $100,000.","ကျွန်တော်တို့ရဲ့ ပန်းတိုင်ဖြစ်တဲ့ ဒေါ်လာ ၁၀၀,၀၀၀ ပြည့်ဖို့ ကျွန်တော်တို့ ရန်ပုံငွေရှာနေတယ်။"
We are only targeting current students.,ကျွန်တော်တို့ လက်ရှိ ကျောင်းသားတွေကိုပဲ ပစ်မှတ်ထားထားတယ်။
Our society needs no help.,ကျွန်တော်တို့ လူမှုအဖွဲ့အစည်းသည် အကူအညီမလိုအပ်ပါ။
Please help improve our society.,ကျွန်တော်တို့ရဲ့ လူမှုအဖွဲ့အစည်းကို တိုးတက်အောင် ကျေးဇူးပြုပြီး ကူညီပေးပါ။
We hope you will make our society a crime-free place.,ကျွန်တော်တို့ရဲ့ လူမှုအဖွဲ့အစည်းကို ရာဇဝတ်မှုကင်းစင်တဲ့နေရာတစ်ခု ဖြစ်အောင် ခင်ဗျား လုပ်ဆောင်မယ်လို့ ကျွန်တော်မျှော်လင့်တယ်။
The plaque doesn't give any specific names or details.,မော်ကွန်းကဗ္ပည်းတွင် အမည်အတိအကျများ သို့မဟုတ် အသေးစိတ်အချက်အလက်များကို မဖော်ပြထားပါ။
Your message is engraved on the plaque if you donate more than $100.,အကယ်၍ ခင်ဗျား ဒေါ်လာ ၁၀၀ အထက် လှူမယ်ဆိုရင် ခင်ဗျားရဲ့ အမှာစကားကို မော်ကွန်းကဗ္ပည်းမှာ ရေးထိုးပေးမယ်။
Your name or message will be put on the plaque.,ခင်ဗျားရဲ့ အမည် ဒါမှမဟုတ် အမှာစကားကို မော်ကွန်းကဗ္ပည်းမှာ ထည့်ပေးလိမ့်မယ်။
"The sky is clear and blue, and there are clouds here and there.",ကောင်းကင်ဟာ ပြာပြီး ကြည်လင်နေတယ်၊ ပြီးတော့ တိမ်တွေ ဟိုတကွက် ဒီတကွက် ရှိတယ်။
"The sky is clear and blue, with not a cloud in sight.",ကောင်းကင်က ပြာပြီးကြည်လင်နေပြီး၊ တိမ်ကင်းစင်လျက်ရှိတယ်။
"The sun is behind a fluffy cloud, the shape of a bunny.",နေဟာ ယုန် ပုံစံလေးပေါက်နေတဲ့ ၊ ဖြူဖြူရွရွတိမ်ရဲ့နောက်မှာ ရှိနေတယ်။
The YMCA has over 100 programs that promote Christian principles.,ဝိုင်အမ်စီအေတွင် ခရစ်ယာန်ဘာသာ​၏အခြေခံမူများကိုစည်းရုံးမြှင့်တင်သည့် အစီအစဉ် ၁၀၀ကျော်ရှိသည်။
The YMCA only promotes principles espoused by the Church of Satan in its programs.,ဝိုင်အမ်စီအေသည် Church of Satan က လက်ခံယုံကြည်သည့် အခြေခံသဘောတရားများကိုသာ ၎င်း၏အစီအစဉ်များတွင် စည်းရုံးမြှင့်တင်သည်။
The YMCA strives to promote Christian principles through various programs.,ဝိုင်အမ်စီအေသည် အစီအစဉ်အမျိုးမျိုးမှတဆင့် ခရစ်ယာန်ဘာသာ​၏အခြေခံမူများကို စည်းရုံးမြှင့်တင်ရန် ကြိုးပမ်းသည်။
I know you care a lot about the people around you.,ခင်ဗျားပတ်ဝန်းကျင်ကလူတွေကို ခင်ဗျား အရမ်းဂရုစိုက်တယ်ဆိုတာ ကျွန်တော် သိတယ်။
I know you just don't care about people at all.,ခင်ဗျားလူတွေကို လုံးဝဂရုမစိုက်ဘူးဆိုတာ ကျွန်တော်သိတယ်။
I know you spend a lot to fee the hungry people around you.,ခင်ဗျားပတ်ဝန်းကျင်က ဆာလောင်နေတဲ့လူတွေကို ကျွေးမွေးဖို့ ခင်ဗျား ငွေအများကြီးသုံးတယ်ဆိုတာ ကျွန်တော်သိတယ်။
"The spelling in English sentence should be ""feed"".",သူငယ်ချင်းတွေ အဆင့်ဆိုတာ မင်း ဘယ်လောက်လှူခဲ့တယ်ဆိုတာပေါ်မှာ မူတည်တယ်။
There are two levels of Friends.,သူငယ်ချင်းအဆင့် နှစ်မျိုးရှိတယ်။
"We don't separate the level of friends, everyone is the same.",ငါတို့က သူငယ်ချင်းတွေအဆင့်ကို မခွဲဘူး၊ လူတိုင်းက အတူတူပဲ။
"If you give us money, we can protect all the elephants in Africa.",ခင်ဗျား ကျွန်တော်တို့ကို ပိုက်ဆံပေးမယ်ဆိုရင်၊ အာဖရိကမှာရှိတဲ့ ဆင်တွေအားလုံးကို ကျွန်တော်တို့ ကာကွယ်နိုင်တယ်။
There is nothing that can be done to help elephants.,ဆင်တွေကို ကူညီဖို့ လုပ်ပေးနိုင်တာ ဘာမှမရှိဘူး။
This will help elephants everywhere.,ဒါဟာ နေရာတိုင်းက ဆင်တွေကို အကူအညီပေးလိမ့်မယ်။
The Society contributes a lot to the connections that are made.,ချိတ်ဆက်ထားသော အဆက်အသွယ်များကို Society က များစွာကူညီပံ့ပိုးသည်။
It's hard to check the quality and accuracy of this translation because context is unknown.,Society က လူတွေနဲ့ ဘာမှမဆိုင်ဘူး။
It's hard to check the quality and accuracy of this translation because context is unknown.,Society သည် အနုပညာကို စိတ်ဝင်စားသည့် လူအချင်းချင်းရှာဖွေရန် ကူညီပေးသည်။
A donation in honor of someone is not appropriate for this particular type of fund.,တစ်စုံတစ်ယောက်ကို ဂုဏ်ပြုသောအားဖြင့် လှူဒါန်းခြင်းမျိုးသည် ဤသို့သောရန်ပုံငွေအမျိုးအစားအတွက် မသင့်တော်ပါ။
A donation in honor of someone would make a great gift for the holidays.,တစ်စုံတစ်ယောက်ကို ဂုဏ်ပြုသောအားဖြင့် လှူဒါန်းခြင်းသည် အားလပ်ရက်များအတွက် ကောင်းမွန်သော လက်ဆောင်တစ်ခု ဖြစ်နိုင်သည်။
It's hard to check the quality and accuracy of this translation because context is unknown.,အားလပ်ရက်နားနီးမှသာ မဟုတ်ပဲ အချိန်မရွေး ခင်ဗျား လှူဒါန်တာတွေလုပ်နိုင်တယ်ဆိုတာ မှတ်ထားပါနော်။
Technology has made the way we collect information ramp up to speeds we've never seen.,ကျွန်တော်တို့ သတင်းအချက်တွေ စုဆောင်းတဲ့နည်းလမ်းကို ကျွန်တော်တို့ တစ်ခါမှ မမြင်ဖူးတဲ့ မြန်နှုန်းထိ မြှင့်တင်နိုင်အောင် technology က ပြုလုပ်ပေးတယ်။
Technology has made us speed up.,Technology က ကျွန်တော်တို့ အရှိန်မြှင့်အောင် လုပ်လိုက်တယ်။
Technology hasn't done anything to help us.,ကျွန်တော်တို့ကို ကူညီဖို့ technology ဘာမှ မလုပ်ဆောင်ပေးခဲ့ဘူး။
If you donate now it will help us a lot.,ခင်ဗျား အခု လှူမယ်ဆိုရင် ဒါဟာ ကျွန်တော်တို့ကို အများကြီး အကူအညီဖြစ်လိမ့်မယ်။
We don't need any more donations.,ကျွန်တော်တို့ နောက်ထပ် လှူဒါန်းမှုတွေ ထပ်ပြီး မလိုအပ်တော့ဘူး။
We'll stop fundraising if you give us $1000 now.,ခင်ဗျား အခု ကျွန်တော်တို့ကို ဒေါ်လာ၁၀၀၀ ပေးမယ်ဆိုရင် ကျွန်တော်တို့ ရန်ပုံငွေရှာဖွေတာတွေ ရပ်လိုက်တော့မယ်။
Commencement 1991 was cancelled due to terrible weather.,အလွန်ဆိုးရွားတဲ့ ရာသီဥတုအခြေအနေကြောင့် ၁၉၉၁ခုနှစ် ဘွဲ့နှင်းသဘင်အခမ်းအနားကို ဖျက်သိမ်းခဲ့ရတယ်။
Graduating students remember their path as students at Indiana University.,ဘွဲ့ယူတော့မည့်ကျောင်းသား/ကျောင်းသူများသည် ၎င်းတို့၏ Indiana တက္ကသိုလ် ကျောင်းသား/ကျောင်းသူဘဝတွေကို အမှတ်ရကြသည်။
Many a tear are shed during Commencement 1991.,ခုနှစ် ဘွဲ့နှင်းသဘင်အခမ်းအနားကျင်းပချိန်တွင် လူတော်တော်များများ မျက်ရည်တွေကျကြသည်။
The IU School of Law has 1000 students.,IU ဥပဒေကျောင်းတွင် ကျောင်းသား ၁၀၀၀ရှိသည်။
The IU School of Law teaches future lawyers.,IU ဥပဒေကျောင်းသည် အနာဂတ်ရှေ့နေလောင်းများကို သင်ကြားပေးသည်။
The IU School of law was shut down long ago.,IU ဥပဒေကျောင်းကို ပိတ်လိုက်ရသည်မှာ ကြာပြီဖြစ်သည်။
The Indianapolis Civic Theater has produced shows for over 80 years.,အင်ဒီယာနာပိုလစ် Civic ပြဇာတ်ရုံသည် နှစ်ပေါင်း၈၀ကျော်ကြာ ဖျော်ဖြေပွဲများ ဖန်တီးထုတ်လုပ်ခဲ့သည်။
The Indy Civic Theater has done 120 shows in 80 years.,အင်ဒီ Civic ပြဇာတ်ရုံသည် နှစ်၈၀တွင်း ဖျော်ဖြေပွဲပေါင်း ၁၂၀ ပြုလုပ်ခဲ့သည်။
The Indy Civic Theater has only been operating for 2 years.,အင်ဒီ Civic ပြဇာတ်ရုံ လည်ပတ်နေသည်မှာ ၂နှစ်သာ ရှိသေးသည်။
The law school has to deal with budget cuts.,ဥပဒေကျောင်းသည် အသုံးစရိတ် ဖြတ်တောက်မှုများကို ရင်ဆိုင်ဖြေရှင်းရသည်။
The law school is getting $1million more than normal.,ဥပဒေကျောင်းသည် ပုံမှန်ထက် ပို၍ ဒေါ်လာ၁သန်းရနေသည်။
The law school was the first program to face budget cuts.,ဥပဒေကျောင်းသည် အသုံးစရိတ် ဖြတ်တောက်မှုများကို ရင်ဆိုင်ရသည့် ပထမဆုံး အစီအစဉ်ဖြစ်သည်။
IZS focuses on zebra help.,IZS သည် မြင်းကျားများအား ကူညီခြင်းကို အာရုံစိုက်သည်။
IZS helps African elephans.,IZS သည် အာဖရိကဆင်များကို ကူညီစောင့်ရှောက်သည်။
"Spelling mistake at ""elephants"".",IZS သည် သားရဲမှောင်ခိုမုဆိုးများအား တရားစွဲဆိုခြင်းဖြင့် အာဖရိကဆင်များကို ကူညီစောင့်ရှောက်သည်။
",000 people still need our help.",လူပေါင်း ၁၀၀၀၀ ဟာ ကျွန်တော်တို့​ရဲ့ အကူအညီကို လိုအပ်နေဆဲဖြစ်တယ်။
No one needs our help.,ဘယ်သူမှ ကျွန်တော်တို့အကူအညီ မလိုအပ်ဘူး။
Our help is needed by many more.,နောက်ထက်အများကြီးက ကျွန်တော်တို့ရဲ့ အကူအညီကို လိုအပ်နေတယ်။
Everyone is being discouraged from emulating your terrible judgment.,ခင်ဗျားရဲ့ ဆိုးရွားလှတဲ့ ဝေဖန်ပိုင်းခြားနိုင်စွမ်းကို အတုယူပိုသာအောင်လုပ်ဖို့ လူတိုင်းစိတ်ပျက်နေကြတယ်။
Confusing to assume the context and guess what the accurate translation would be.,ခင်ဗျားရဲ့ လုပ်ဖော်ကိုင်ဖက်တွေဟာ ခင်ဗျားရဲ့ ကောင်းမွန်တဲ့ ဝေဖန်ပိုင်းခြားနိုင်စွမ်းကို အတုယူပိုသာအောင်လုပ်ဖို့ လိုလိုချင်ချင်ရှိကြတယ်။
Your colleagues are being asked to follow your judgment.,ခင်ဗျားရဲ့ လုပ်ဖော်ကိုင်ဖက်တွေဟာ ခင်ဗျားရဲ့ ဝေဖန်ပိုင်းခြားမှုအတိုင်း လိုက်နာဆောင်ရွက်ဖို့ တောင်းဆိုခံနေရတယ်။
"I know you are religious, so please think of how God would consider donation.",ခင်ဗျားဟာ ဘာသာတရာကိုင်းရှိုင်းတယ်ဆိုတာ ကျွန်တော်သိတယ်၊ ဒါကြောင့် ကျေးဇူးပြုပြီး ဘုရားသခင်က အလှူဒါနအပေါ် ဘယ်လို သဘောထားလိမ့်မလဲဆိုတာ စဉ်းစားကြည့်ပါ။
Please don't think about giving us money.,ငါတို့ကို ပိုက်ဆံပေးဖို့ ကျေးဇူးပြုပြီး မစဉ်းစားပါနဲ့။
We hope that you will carefully consider how much you can give.,ခင်ဗျား ဘယ်လောက် ပေးနိုင်တယ်ဆိုတာ ခင်ဗျား ဂရုတစိုက်သေသေချာချာ စဉ်းစားထားလိမ့်မယ်လို့ ကျွန်တော်တို့ မျှော်လင့်တယ်။
"We focus on historical plays, among other themes.",ကျွန်တော်တို့သည် အခြားခေါင်းစဉ်အကြောင်းအရာများအပြင်၊ သမိုင်းနောက်ခံပြဇာတ်များအပေါ်လည်း အာရုံစိုက်သည်။
We have done three historical plays in the past.,ကျွန်တော်တို့ အရင်တုန်းက သမိုင်းနောက်ခံပြဇာတ်သုံးပုဒ် လုပ်ခဲ့ဖူးတယ်။
We try not to do plays that look at history or literature.,သမိုင်း ဒါမှမဟုတ် စာပေတွေကို လေ့လာတဲ့ ပြဇာတ်တွေကို မလုပ်ဖို့ ကျွန်တော်တို့ ကြိုးစားတယ်။
Brit Hume is the lead reporter at Fox.,Brit Hume သည်  Fox သတင်းဌာနတွင် သတင်းကြေညာသူခေါင်းဆောင်ဖြစ်သည်။
Brit Hume works for CNN.,Birt Hume သည် CNN အတွက် အလုပ်လုပ်သည်။
Brit Hume works for Fox.,Brit Hume သည် Fox အတွက် အလုပ်လုပ်သည်။
"Michael Apted ruined the series by insisting they take out any warm, human elements.",Michael Apted သည် လူသားဆန်ဆန် ၊ နွေးထွေးသော အစိတ်အပိုင်းများကို ဖယ်ထုတ်ရန် မရမကတောင်းဆိုခဲ့ခြင်းဖြင့် ဤစီးရီးဇာတ်လမ်းတွဲများကို ပျက်စီးစေခဲ့သည်။
Michael Apted was hired to add a personal quality to the series.,ရုပ်သံဇာတ်လမ်းတွဲတွင် ပုဂ္ဂိုလ်ပိုင်းဆိုင်ရာအရည်အသွေးကို ထည်ပေါင်းထည့်ရန် Michael Apted ကို ငှားရမ်းခဲ့ခြင်းဖြစ်သည်။
"The series was thought to be cold and boring, so it was important to hire Michael Apted to add a warm, personal touch to improve ratings.",ရုပ်သံဇာတ်လမ်းတွဲသည် အေးစက်စက်နှင့် ပျင်းစရာကောင်းသည်ဟု ယူဆရသည်၊ ထို့ကြောင့် ပရိတ်သတ်အားပေးမှုပမာဏ တိုးတက်စေရန် နွေးထွေးသည့် ပုဂ္ဂိုလ်ပိုင်းဆိုင်ရာ လုပ်ပုံကိုင်ပုံ ထပ်ထည့်ရန် Michael Apted ငှားရမ်းရန် အရေးကြီးခဲ့ခြင်းဖြစ်သည်။
